network_id,network_name,station_number,station_name,lat,lon,epic_dist_km,fault_dist_km,pga_g,pgv_cms,pgd_cm,sa_0p3_g,sa_1p0_g,sa_3p0_g,struct_apk_g,label_damage_state
AZ,NSMP,10195,Borobudur Indonesia Heritage Site,16.84512,-70.71768,21.1,,0.355,15.52,0.9,0.47,0.06,0.004,,High
CE,IGPP,10196,Qutub Minar Heritage Site,27.23064,-98.38544,49.4,,0.436,19.48,1.5,0.539,0.045,0.008,,High
AZ,NSMP,10197,Kyoto Temples Japan Heritage Site,23.02176,66.97048,51.2,,0.432,16.68,1.3,0.283,0.048,0.004,,High
CE,IGPP,10198,Golden Temple Amritsar Heritage Site,15.2799,53.90846,55,,0.252,17.31,0.7,0.489,0.076,0.008,,High
AZ,NSMP,10199,Konark Sun Temple Heritage Site,32.24871,13.81651,53.6,,0.4,17.66,1.2,0.37,0.049,0.009,,High
CI,IGPP,10200,Red Fort Delhi Heritage Site,24.89043,-2.94557,14.2,,0.359,11.12,1.3,0.384,0.075,0.006,,High
CI,SCSN,11001,Khajuraho Temples Heritage Site,19.99582,41.25328,34.4,,0.035,1.43,0.2,0.066,0.012,0,,None
CE,IGPP,11002,Kyoto Temples Japan Heritage Site,34.21642,41.04163,11.6,,0.024,0.58,0.4,0.024,0.019,0.002,,None
NP,NSMP,11003,Ellora Kailasa Temple Heritage Site,25.1076,56.34399,57.4,,0.041,1.69,0.1,0.066,0.005,0.001,,None
CI,SCSN,11004,Meenakshi Temple Heritage Site,38.24159,-0.20246,21.8,,0.02,1.38,0.2,0.103,0.01,0.002,,None
NP,SCSN,11005,Neuschwanstein Castle Germany Heritage Site,13.45768,38.2899,50.1,,0.031,1.71,0.3,0.146,0.028,0.003,,None
CI,NSMP,11006,Konark Sun Temple Heritage Site,26.64372,17.97351,34.9,,0.035,1.9,0.4,0.053,0.025,0.003,,None
AZ,SCSN,11007,Colosseum Rome Heritage Site,30.448,40.48073,28.9,,0.043,1.96,0.3,0.128,0.005,0,,None
NP,NSMP,11008,Neuschwanstein Castle Germany Heritage Site,14.38824,-118.34206,50.7,,0.038,1.22,0.1,0.016,0.023,0.003,,None
NP,SCSN,11009,Ellora Kailasa Temple Heritage Site,39.9209,-47.05838,32,,0.027,1.51,0.4,0.125,0.005,0.002,,None
CE,IGPP,11010,Bagan Myanmar Heritage Site,37.42225,-31.85525,48.2,,0.046,1.42,0.1,0.021,0.007,0.002,,None
AZ,CGS,11011,Alhambra Spain Heritage Site,22.17408,-19.17966,37.8,,0.023,1.17,0.1,0.013,0.005,0.003,,None
CI,NSMP,11012,Angkor Wat Cambodia Heritage Site,39.41287,73.21033,27.7,,0.013,0.97,0.2,0.077,0.011,0.001,,None
NP,NSMP,11013,Angkor Wat Cambodia Heritage Site,36.53378,-69.23252,27.8,,0.026,1.35,0.3,0.1,0.006,0.002,,None
CE,CGS,11014,Versailles Palace France Heritage Site,29.0986,0.7682,25.7,,0.013,1.74,0.1,0.006,0.001,0.002,,None
AZ,CGS,11015,Meenakshi Temple Heritage Site,33.46618,74.35019,39.3,,0.032,1.37,0.2,0.025,0.018,0.004,,None
CE,IGPP,11016,Great Wall China Heritage Site,27.03794,92.96427,18.4,,0.025,1.57,0.2,0.126,0.005,0.004,,None
CE,CGS,11017,Ellora Kailasa Temple Heritage Site,17.88098,32.79352,49.6,,0.028,0.53,0.4,0.037,0.026,0.003,,None
AZ,IGPP,11018,Petra Jordan Heritage Site,14.71793,-1.27066,50.9,,0.029,1.93,0.3,0.04,0.007,0,,None
AZ,NSMP,11019,Colosseum Rome Heritage Site,39.67647,-74.18121,17.5,,0.013,1.26,0.3,0.089,0.021,0.002,,None
CE,NSMP,11020,Khajuraho Temples Heritage Site,36.69995,-50.97398,14.4,,0.029,0.62,0.3,0.092,0.012,0,,None
AZ,IGPP,11021,Sanchi Stupa Heritage Site,18.40685,10.37544,33.7,,0.016,1.36,0.1,0.075,0.017,0.004,,None
CI,CGS,11022,Mount Fuji Japan Heritage Site,32.11946,-119.12974,48.6,,0.017,0.69,0.3,0.142,0.027,0.002,,None
AZ,IGPP,11023,Angkor Wat Cambodia Heritage Site,37.67664,-105.74526,11.3,,0.045,1.23,0.2,0.073,0.003,0.003,,None
CI,CGS,11024,Neuschwanstein Castle Germany Heritage Site,17.79554,-30.11471,12.4,,0.046,1.61,0.1,0.112,0.025,0.001,,None
NP,CGS,11025,Meenakshi Temple Heritage Site,23.929,65.2003,14.1,,0.012,0.97,0.3,0.139,0.018,0.004,,None
CE,CGS,11026,Versailles Palace France Heritage Site,39.2735,-92.70276,39.2,,0.011,1.17,0.1,0.077,0.008,0.003,,None
NP,NSMP,11027,Ellora Kailasa Temple Heritage Site,32.01204,37.36314,20.9,,0.039,1.18,0.3,0.047,0.026,0.001,,None
CI,CGS,11028,Versailles Palace France Heritage Site,18.98543,-11.49543,7.5,,0.01,1.06,0.4,0.108,0.002,0.003,,None
CE,IGPP,11029,Versailles Palace France Heritage Site,38.90574,-24.05125,49,,0.043,1.06,0.3,0.117,0.022,0.004,,None
AZ,SCSN,11030,Notre Dame Cathedral Paris Heritage Site,21.76071,61.98628,48,,0.017,1.72,0.3,0.141,0.003,0.003,,None
CE,NSMP,11031,Borobudur Indonesia Heritage Site,31.14165,59.29925,8.4,,0.032,1.99,0.2,0.096,0.025,0.003,,None
AZ,IGPP,11032,Notre Dame Cathedral Paris Heritage Site,28.19778,-77.62702,58.5,,0.049,1.28,0.2,0.071,0.023,0.002,,None
NP,NSMP,11033,Mahabalipuram Shore Temple Heritage Site,30.22879,-100.5305,41.8,,0.049,0.53,0.2,0.146,0.009,0.003,,None
CE,IGPP,11034,Mount Kailash Heritage Site,30.88169,-109.32221,20.6,,0.033,1.27,0.4,0.124,0.022,0.003,,None
AZ,IGPP,11035,Charminar Heritage Site,36.57312,80.6747,25.1,,0.046,0.75,0.1,0.082,0.016,0.004,,None
CI,CGS,11036,Sigiriya Sri Lanka Heritage Site,23.16296,61.58938,15.3,,0.047,0.51,0.1,0.075,0.026,0.001,,None
CI,SCSN,11037,Charminar Heritage Site,23.98131,-58.12006,56.2,,0.036,0.86,0.1,0.03,0.022,0,,None
CE,CGS,11038,Fatehpur Sikri Heritage Site,35.95118,79.0439,53.9,,0.035,1.54,0.1,0.097,0.028,0.003,,None
NP,NSMP,11039,Somnath Temple Heritage Site,32.31137,-89.76841,10.1,,0.015,1.29,0.1,0.063,0.002,0.003,,None
NP,CGS,11040,Pyramids of Giza Egypt Heritage Site,19.6866,21.60605,32.5,,0.043,0.68,0.3,0.085,0.017,0.002,,None
CE,IGPP,11041,Angkor Wat Cambodia Heritage Site,21.7944,-117.31445,55.7,,0.048,1.61,0.2,0.137,0.018,0.003,,None
AZ,SCSN,11042,Jaisalmer Fort Heritage Site,37.33516,57.07495,21.2,,0.03,1.28,0.3,0.013,0.022,0.001,,None
NP,CGS,11043,Somnath Temple Heritage Site,15.44134,-22.70084,35.4,,0.05,0.65,0.2,0.082,0.003,0.002,,None
CI,CGS,11044,Brihadeeswarar Temple Heritage Site,20.54452,-46.29706,13.6,,0.016,0.98,0.2,0.112,0.006,0.003,,None
CI,IGPP,11045,Sanchi Stupa Heritage Site,27.62204,81.58526,58.1,,0.018,1.92,0.1,0.034,0.01,0,,None
NP,SCSN,11046,Great Wall China Heritage Site,20.60972,-80.24307,27.9,,0.026,1.82,0.2,0.149,0.029,0.003,,None
CE,IGPP,11047,Brihadeeswarar Temple Heritage Site,25.44596,-93.66429,45,,0.027,0.62,0.2,0.137,0.004,0,,None
CI,SCSN,11048,Leaning Tower of Pisa Heritage Site,32.5143,-56.80593,49.8,,0.037,1.12,0.1,0.02,0.022,0.003,,None
CE,SCSN,11049,Machu Picchu Peru Heritage Site,13.74186,-11.46936,23.2,,0.029,1.76,0.3,0.048,0.012,0.003,,None
CI,NSMP,11050,Leaning Tower of Pisa Heritage Site,31.18043,-12.07584,56.7,,0.037,0.65,0.3,0.085,0.006,0.002,,None
CE,SCSN,11051,Nalanda University Heritage Site,21.65192,-43.00485,11.9,,0.116,4.52,0.2,0.125,0.033,0.003,,Slight
NP,IGPP,11052,Qutub Minar Heritage Site,25.36435,50.85993,20.7,,0.144,4.2,0.4,0.142,0.03,0.006,,Slight
CE,SCSN,11053,Sigiriya Sri Lanka Heritage Site,32.89181,38.22749,16.8,,0.053,3.86,0.4,0.11,0.042,0.005,,Slight
AZ,CGS,11054,Golconda Fort Heritage Site,19.6487,-77.51006,12.1,,0.063,4.23,0.6,0.164,0.036,0.005,,Slight
CI,NSMP,11055,Pyramids of Giza Egypt Heritage Site,23.58767,-46.49993,25.1,,0.078,4.21,0.5,0.104,0.027,0.005,,Slight
AZ,CGS,11056,Machu Picchu Peru Heritage Site,15.37581,28.71477,15.9,,0.13,2.78,0.4,0.207,0.031,0.005,,Slight
CI,SCSN,11057,Pyramids of Giza Egypt Heritage Site,15.41484,36.09011,15.7,,0.119,2.79,0.6,0.146,0.019,0.006,,Slight
NP,CGS,11058,Kyoto Temples Japan Heritage Site,34.31201,72.19738,44.2,,0.088,4.15,0.4,0.124,0.012,0.004,,Slight
CI,IGPP,11059,Petra Jordan Heritage Site,23.48142,71.06877,27.3,,0.131,2.49,0.5,0.225,0.021,0.005,,Slight
CI,IGPP,11060,Kyoto Temples Japan Heritage Site,27.88514,66.26848,52.6,,0.091,2.36,0.6,0.175,0.027,0.005,,Slight
NP,SCSN,11061,Khajuraho Temples Heritage Site,19.70189,-108.01479,45.6,,0.102,3.38,0.4,0.149,0.048,0.001,,Slight
CE,CGS,11062,Taj Mahal Heritage Site,11.97354,-103.25221,9.5,,0.144,4.27,0.3,0.157,0.047,0.006,,Slight
CE,SCSN,11063,Notre Dame Cathedral Paris Heritage Site,35.30496,-106.88719,43.5,,0.102,2.17,0.5,0.189,0.033,0.005,,Slight
CE,NSMP,11064,Chichen Itza Mexico Heritage Site,31.10741,-7.00609,44.1,,0.121,4.45,0.6,0.245,0.016,0.002,,Slight
CI,IGPP,11065,Mahabalipuram Shore Temple Heritage Site,37.31683,59.84581,26.7,,0.079,4.08,0.6,0.15,0.045,0.002,,Slight
AZ,IGPP,11066,Hampi Virupaksha Temple Heritage Site,36.60181,42.87161,35.8,,0.147,4.27,0.5,0.206,0.022,0.003,,Slight
AZ,NSMP,11067,Kyoto Temples Japan Heritage Site,36.33099,-62.24764,51,,0.109,2.95,0.5,0.151,0.049,0.005,,Slight
NP,SCSN,11068,Qutub Minar Heritage Site,35.04776,-0.28313,23.7,,0.069,3.38,0.3,0.154,0.045,0.004,,Slight
CI,IGPP,11069,St. Basil's Cathedral Moscow Heritage Site,37.3412,-21.16853,35.9,,0.073,4.36,0.6,0.221,0.036,0.002,,Slight
CI,SCSN,11070,Fatehpur Sikri Heritage Site,19.77901,81.03963,50.4,,0.105,4.45,0.5,0.154,0.042,0.005,,Slight
CI,SCSN,11071,Mount Fuji Japan Heritage Site,33.7802,-97.53966,44.4,,0.081,2.86,0.6,0.249,0.024,0.004,,Slight
CI,NSMP,11072,Ajanta Caves Heritage Site,33.56935,17.85135,40.3,,0.087,2.74,0.4,0.206,0.045,0.005,,Slight
CE,SCSN,11073,Notre Dame Cathedral Paris Heritage Site,18.21788,-51.85523,5,,0.051,2.63,0.2,0.087,0.014,0.005,,Slight
CE,IGPP,11074,Hampi Virupaksha Temple Heritage Site,16.54868,-75.30025,47,,0.058,4.21,0.6,0.108,0.013,0.004,,Slight
CE,NSMP,11075,Mahabalipuram Shore Temple Heritage Site,23.20772,-63.83833,34.7,,0.06,4.81,0.4,0.157,0.045,0.004,,Slight
AZ,IGPP,11076,Sun Temple Modhera Heritage Site,24.72295,21.16764,8.2,,0.141,3.58,0.3,0.153,0.01,0.005,,Slight
CI,NSMP,11077,Mount Kailash Heritage Site,31.14813,24.5133,33.3,,0.11,3.88,0.5,0.208,0.024,0.001,,Slight
AZ,SCSN,11078,Chichen Itza Mexico Heritage Site,33.5482,-72.11426,21.1,,0.148,4.99,0.3,0.093,0.048,0.004,,Slight
CI,NSMP,11079,Chichen Itza Mexico Heritage Site,28.9409,-28.08905,59.7,,0.125,3.33,0.5,0.221,0.018,0.002,,Slight
NP,CGS,11080,Kyoto Temples Japan Heritage Site,22.5187,-87.85514,30.1,,0.076,2.09,0.5,0.215,0.04,0.001,,Slight
AZ,IGPP,11081,Sanchi Stupa Heritage Site,15.82716,-27.52103,25,,0.133,3.95,0.4,0.173,0.049,0.002,,Slight
AZ,NSMP,11082,Golconda Fort Heritage Site,36.88059,-46.2487,49.3,,0.148,2.27,0.2,0.106,0.048,0.004,,Slight
AZ,IGPP,11083,Pyramids of Giza Egypt Heritage Site,26.08779,36.02747,44.5,,0.146,3.51,0.5,0.091,0.047,0.003,,Slight
CE,SCSN,11084,Golden Temple Amritsar Heritage Site,17.41719,-25.59866,42.2,,0.068,3.53,0.2,0.109,0.02,0.004,,Slight
CI,CGS,11085,Notre Dame Cathedral Paris Heritage Site,31.24571,-26.30745,25.4,,0.13,3.23,0.5,0.222,0.013,0.002,,Slight
AZ,CGS,11086,Machu Picchu Peru Heritage Site,13.56649,-17.33516,38.8,,0.122,2.48,0.4,0.123,0.024,0.002,,Slight
NP,SCSN,11087,Pyramids of Giza Egypt Heritage Site,15.94641,80.22172,25.2,,0.118,4.77,0.4,0.091,0.039,0.003,,Slight
NP,CGS,11088,Neuschwanstein Castle Germany Heritage Site,33.9232,63.35064,44.6,,0.101,4.33,0.4,0.138,0.045,0.002,,Slight
CI,SCSN,11089,Hampi Virupaksha Temple Heritage Site,32.0915,-20.39037,6.9,,0.07,2.12,0.5,0.225,0.011,0.002,,Slight
CE,IGPP,11090,Konark Sun Temple Heritage Site,31.80537,34.93756,46.1,,0.112,2.9,0.3,0.158,0.033,0.004,,Slight
CE,IGPP,11091,Colosseum Rome Heritage Site,36.23334,67.10918,35.6,,0.145,2.22,0.5,0.146,0.047,0.002,,Slight
CI,CGS,11092,Meenakshi Temple Heritage Site,30.93426,-88.43872,36.1,,0.142,3.78,0.3,0.126,0.012,0.004,,Slight
CE,NSMP,11093,Machu Picchu Peru Heritage Site,27.17167,-40.8499,53.6,,0.145,3.33,0.4,0.235,0.027,0.003,,Slight
NP,SCSN,11094,Petra Jordan Heritage Site,18.25416,-101.25917,14.3,,0.13,4.95,0.5,0.124,0.03,0.002,,Slight
CI,CGS,11095,Eiffel Tower Paris Heritage Site,31.8667,-27.12217,5.3,,0.111,3.44,0.5,0.149,0.011,0.002,,Slight
NP,CGS,11096,Sanchi Stupa Heritage Site,13.64651,-30.64861,19,,0.113,2.69,0.4,0.249,0.03,0.003,,Slight
AZ,SCSN,11097,Machu Picchu Peru Heritage Site,13.69393,16.3972,34.5,,0.098,4.21,0.3,0.145,0.042,0.002,,Slight
CI,SCSN,11098,Prambanan Indonesia Heritage Site,13.45304,79.16202,58.5,,0.084,3.52,0.4,0.16,0.033,0.002,,Slight
NP,NSMP,11099,Golconda Fort Heritage Site,27.23837,72.68485,17.4,,0.059,4.17,0.2,0.181,0.027,0.005,,Slight
CE,IGPP,11100,Mount Kailash Heritage Site,22.65829,-111.07374,26.9,,0.103,3.49,0.4,0.173,0.012,0.006,,Slight
CE,SCSN,11101,Acropolis Athens Heritage Site,10.46994,89.0734,21.2,,0.161,8.65,0.7,0.295,0.054,0.006,,Moderate
NP,CGS,11102,Bagan Myanmar Heritage Site,34.00456,88.69198,20.9,,0.213,6.75,0.4,0.152,0.063,0.007,,Moderate
CE,IGPP,11103,Machu Picchu Peru Heritage Site,11.50923,-78.07105,22.8,,0.152,5.98,0.7,0.266,0.052,0.002,,Moderate
NP,CGS,11104,Angkor Wat Cambodia Heritage Site,32.53784,-70.36908,24,,0.179,7.23,0.4,0.383,0.046,0.003,,Moderate
CE,IGPP,11105,Chichen Itza Mexico Heritage Site,33.73446,-85.78549,24.2,,0.202,8.41,0.6,0.243,0.039,0.008,,Moderate
CE,NSMP,11106,Fatehpur Sikri Heritage Site,13.74648,-31.91169,35.2,,0.165,8.19,0.5,0.186,0.037,0.002,,Moderate
NP,NSMP,11107,Khajuraho Temples Heritage Site,30.67857,-96.28684,56.2,,0.159,6.94,0.5,0.305,0.048,0.006,,Moderate
AZ,IGPP,11108,Alhambra Spain Heritage Site,31.39725,86.03709,15.3,,0.174,7.5,0.5,0.167,0.025,0.002,,Moderate
AZ,NSMP,11109,Kyoto Temples Japan Heritage Site,24.06817,-91.29568,41.4,,0.171,8.56,0.6,0.323,0.037,0.003,,Moderate
NP,SCSN,11110,Konark Sun Temple Heritage Site,11.19615,78.32934,54.1,,0.222,7.94,0.7,0.303,0.022,0.005,,Moderate
AZ,IGPP,11111,Sanchi Stupa Heritage Site,31.40975,40.40333,43.4,,0.151,6.14,0.7,0.178,0.067,0.005,,Moderate
NP,NSMP,11112,Petra Jordan Heritage Site,23.40284,-53.35606,59.9,,0.204,7.17,0.6,0.153,0.022,0.004,,Moderate
CE,SCSN,11113,Red Fort Delhi Heritage Site,18.33238,11.93071,28.8,,0.19,6.54,0.3,0.268,0.053,0.003,,Moderate
NP,CGS,11114,Brihadeeswarar Temple Heritage Site,30.82712,-71.00606,28.7,,0.2,6.49,0.6,0.206,0.04,0.008,,Moderate
CE,CGS,11115,Stonehenge UK Heritage Site,17.14033,-64.33803,23.6,,0.156,7.21,0.3,0.286,0.067,0.007,,Moderate
NP,CGS,11116,Qutub Minar Heritage Site,35.98699,-97.86504,31.8,,0.244,5.69,0.3,0.234,0.051,0.005,,Moderate
AZ,IGPP,11117,Great Wall China Heritage Site,24.62326,81.08553,48.5,,0.16,7.96,0.4,0.177,0.029,0.006,,Moderate
AZ,IGPP,11118,Red Fort Delhi Heritage Site,28.90408,-21.29979,16.9,,0.249,6.19,0.7,0.295,0.048,0.005,,Moderate
CI,CGS,11119,Red Fort Delhi Heritage Site,25.65457,75.7822,56.8,,0.157,9.18,0.6,0.361,0.021,0.005,,Moderate
CE,SCSN,11120,Bagan Myanmar Heritage Site,21.68493,87.06983,59.4,,0.202,8.63,0.6,0.201,0.029,0.005,,Moderate
AZ,CGS,11121,Hampi Virupaksha Temple Heritage Site,20.28743,-78.40326,35.3,,0.222,5.72,0.7,0.233,0.057,0.005,,Moderate
AZ,CGS,11122,Brihadeeswarar Temple Heritage Site,17.02521,70.98774,55.2,,0.168,8.22,0.5,0.275,0.043,0.007,,Moderate
NP,SCSN,11123,Meenakshi Temple Heritage Site,29.95808,-8.83221,48.4,,0.207,7.2,0.4,0.156,0.06,0.006,,Moderate
AZ,NSMP,11124,Sun Temple Modhera Heritage Site,15.30003,-4.55455,44.6,,0.171,5.25,0.4,0.297,0.049,0.003,,Moderate
NP,IGPP,11125,Machu Picchu Peru Heritage Site,12.39711,30.60749,15.1,,0.195,8.22,0.7,0.308,0.035,0.003,,Moderate
AZ,SCSN,11126,Jaisalmer Fort Heritage Site,26.535,75.5815,31.3,,0.241,6.31,0.5,0.245,0.061,0.002,,Moderate
NP,NSMP,11127,Acropolis Athens Heritage Site,10.46541,-53.73884,51.1,,0.172,7.58,0.4,0.343,0.056,0.005,,Moderate
AZ,SCSN,11128,Qutub Minar Heritage Site,31.94272,53.08771,41.9,,0.214,6.12,0.7,0.274,0.026,0.005,,Moderate
AZ,CGS,11129,Somnath Temple Heritage Site,29.3522,64.77543,42.7,,0.178,6.51,0.7,0.204,0.032,0.007,,Moderate
CE,CGS,11130,Leaning Tower of Pisa Heritage Site,10.03031,-119.37103,53.9,,0.211,8.05,0.3,0.186,0.062,0.006,,Moderate
NP,NSMP,11131,Sanchi Stupa Heritage Site,19.51445,62.25346,52.4,,0.239,5.36,0.7,0.202,0.047,0.006,,Moderate
AZ,CGS,11132,Petra Jordan Heritage Site,28.22062,-81.94023,15.5,,0.195,8.88,0.4,0.214,0.049,0.006,,Moderate
AZ,CGS,11133,Acropolis Athens Heritage Site,37.95091,-68.49412,58.8,,0.198,9.43,0.6,0.302,0.066,0.003,,Moderate
CI,IGPP,11134,Mahabalipuram Shore Temple Heritage Site,14.30878,-66.36956,52.6,,0.163,7.3,0.5,0.207,0.021,0.005,,Moderate
CI,NSMP,11135,Mount Kailash Heritage Site,29.49145,-95.06734,20.5,,0.173,5.86,0.4,0.392,0.022,0.006,,Moderate
NP,SCSN,11136,Acropolis Athens Heritage Site,25.60276,4.1713,35.2,,0.224,6.63,0.4,0.249,0.064,0.002,,Moderate
AZ,IGPP,11137,Mount Kailash Heritage Site,11.12479,-17.48653,15.5,,0.192,9.28,0.6,0.341,0.04,0.007,,Moderate
AZ,CGS,11138,Versailles Palace France Heritage Site,25.93231,-68.50737,46.8,,0.241,6.32,0.7,0.376,0.042,0.007,,Moderate
AZ,CGS,11139,Colosseum Rome Heritage Site,39.34906,-86.19544,50,,0.202,5.07,0.5,0.178,0.027,0.006,,Moderate
NP,NSMP,11140,Petra Jordan Heritage Site,17.21468,69.71019,34,,0.184,6.31,0.7,0.264,0.05,0.003,,Moderate
NP,CGS,11141,Machu Picchu Peru Heritage Site,27.46049,14.57207,5.4,,0.168,6.25,0.4,0.296,0.048,0.005,,Moderate
AZ,CGS,11142,Neuschwanstein Castle Germany Heritage Site,18.00628,-101.47876,35.7,,0.203,6.17,0.7,0.231,0.028,0.003,,Moderate
AZ,IGPP,11143,Khajuraho Temples Heritage Site,31.94394,-68.49406,59.4,,0.189,9.31,0.4,0.273,0.05,0.004,,Moderate
AZ,SCSN,11144,Somnath Temple Heritage Site,18.48193,-59.39356,24.4,,0.215,8.33,0.5,0.296,0.068,0.004,,Moderate
NP,IGPP,11145,Qutub Minar Heritage Site,38.34195,50.83904,38.1,,0.205,9.65,0.5,0.336,0.031,0.004,,Moderate
AZ,CGS,11146,Pyramids of Giza Egypt Heritage Site,23.46119,30.72102,17,,0.245,5.69,0.6,0.278,0.058,0.002,,Moderate
CI,CGS,11147,Great Wall China Heritage Site,11.95725,-72.37612,59.7,,0.23,6.48,0.6,0.271,0.03,0.004,,Moderate
AZ,SCSN,11148,Kyoto Temples Japan Heritage Site,33.74274,-108.77561,11.7,,0.217,6.26,0.4,0.191,0.026,0.003,,Moderate
CE,SCSN,11149,Charminar Heritage Site,19.73554,51.30273,18.1,,0.208,8.99,0.6,0.346,0.06,0.004,,Moderate
AZ,NSMP,11150,Pyramids of Giza Egypt Heritage Site,28.89416,83.84033,34.2,,0.182,9.16,0.3,0.34,0.023,0.004,,Moderate
CI,SCSN,11151,Konark Sun Temple Heritage Site,19.72726,-39.24688,33.8,,0.426,19.49,0.9,0.331,0.076,0.009,,High
NP,SCSN,11152,Ellora Kailasa Temple Heritage Site,29.6748,93.63946,38,,0.376,15.39,0.9,0.262,0.061,0.008,,High
CI,SCSN,11153,Red Fort Delhi Heritage Site,35.26895,-14.1706,25.6,,0.288,13.29,0.5,0.477,0.066,0.007,,High
CI,IGPP,11154,Konark Sun Temple Heritage Site,36.38152,-1.64013,44.7,,0.32,17.2,1.3,0.469,0.063,0.004,,High
CE,SCSN,11155,Charminar Heritage Site,34.61948,2.35808,55.9,,0.423,19.59,1,0.515,0.061,0.008,,High
AZ,SCSN,11156,Borobudur Indonesia Heritage Site,11.1608,59.98651,47.3,,0.277,12.32,1,0.488,0.058,0.004,,High
CE,NSMP,11157,Khajuraho Temples Heritage Site,16.47442,-43.22666,6.8,,0.279,14.78,1.1,0.493,0.041,0.007,,High
AZ,IGPP,11158,Brihadeeswarar Temple Heritage Site,11.73075,29.00872,44,,0.441,12.29,0.8,0.251,0.041,0.005,,High
AZ,SCSN,11159,Angkor Wat Cambodia Heritage Site,17.53465,18.5089,54.6,,0.353,13.89,0.5,0.376,0.051,0.005,,High
AZ,CGS,11160,Qutub Minar Heritage Site,16.95895,2.64377,54.9,,0.296,16.26,0.7,0.415,0.07,0.005,,High
NP,SCSN,11161,Machu Picchu Peru Heritage Site,21.70825,19.21107,16.8,,0.368,17.51,0.6,0.296,0.042,0.004,,High
AZ,IGPP,11162,Konark Sun Temple Heritage Site,21.61688,57.83984,47.5,,0.33,12.73,1.4,0.515,0.062,0.006,,High
NP,IGPP,11163,Sun Temple Modhera Heritage Site,21.3148,-82.19641,32.4,,0.341,12.58,1.1,0.531,0.064,0.009,,High
CE,SCSN,11164,Khajuraho Temples Heritage Site,33.4188,-73.54011,24.4,,0.303,16.25,0.9,0.377,0.068,0.004,,High
NP,CGS,11165,Charminar Heritage Site,36.46238,-49.36367,33.6,,0.443,12.64,1.4,0.347,0.044,0.01,,High
CI,NSMP,11166,Colosseum Rome Heritage Site,15.70454,-24.2447,38.8,,0.271,15.8,1.4,0.531,0.045,0.003,,High
NP,CGS,11167,Nalanda University Heritage Site,15.91304,15.84942,5.5,,0.393,19.9,1.2,0.262,0.055,0.007,,High
NP,NSMP,11168,Mount Fuji Japan Heritage Site,36.02039,-43.90976,49.1,,0.408,12.88,1.5,0.591,0.067,0.004,,High
CE,NSMP,11169,Mahabalipuram Shore Temple Heritage Site,34.04728,87.28846,35.8,,0.405,12.11,1.4,0.529,0.079,0.005,,High
NP,SCSN,11170,Colosseum Rome Heritage Site,32.34955,-85.98308,46.4,,0.403,18.75,0.6,0.312,0.078,0.006,,High
NP,IGPP,11171,Mount Fuji Japan Heritage Site,34.85302,-89.14909,45,,0.255,12.77,0.6,0.599,0.05,0.006,,High
AZ,CGS,11172,Great Wall China Heritage Site,14.0881,-63.31996,37.4,,0.423,16.79,0.5,0.51,0.066,0.005,,High
NP,SCSN,11173,Borobudur Indonesia Heritage Site,21.80323,99.9122,23.6,,0.401,15.06,1.4,0.576,0.073,0.006,,High
AZ,IGPP,11174,Jaisalmer Fort Heritage Site,33.00336,15.49184,26.9,,0.369,19.83,1,0.507,0.047,0.004,,High
NP,SCSN,11175,Notre Dame Cathedral Paris Heritage Site,16.61018,-5.66269,25.8,,0.341,12.72,0.6,0.346,0.051,0.006,,High
AZ,SCSN,11176,Versailles Palace France Heritage Site,37.27892,-56.88715,59.1,,0.315,11.08,0.6,0.368,0.064,0.005,,High
CE,IGPP,11177,Somnath Temple Heritage Site,24.31852,-63.61951,28.3,,0.293,15.7,0.9,0.599,0.058,0.005,,High
CE,NSMP,11178,Hampi Virupaksha Temple Heritage Site,29.90634,-4.84203,34.4,,0.317,18.55,1.2,0.589,0.053,0.005,,High
NP,CGS,11179,Borobudur Indonesia Heritage Site,27.08607,29.94012,41.2,,0.26,11.43,1.5,0.466,0.051,0.008,,High
NP,SCSN,11180,Petra Jordan Heritage Site,18.08916,-48.63326,15.2,,0.349,11.3,0.7,0.551,0.048,0.01,,High
CE,IGPP,11181,Mount Kailash Heritage Site,23.68849,-1.3892,56.7,,0.271,15.99,0.5,0.252,0.057,0.008,,High
CE,NSMP,11182,Leaning Tower of Pisa Heritage Site,33.40023,-81.22368,45,,0.409,12.78,0.9,0.28,0.049,0.006,,High
CE,CGS,11183,Mahabalipuram Shore Temple Heritage Site,13.99864,-59.16368,42.7,,0.331,12.97,0.6,0.312,0.068,0.008,,High
CI,CGS,11184,Bagan Myanmar Heritage Site,36.65461,39.23589,8.4,,0.424,14.96,0.6,0.298,0.041,0.007,,High
CI,NSMP,11185,Golden Temple Amritsar Heritage Site,36.91423,15.23243,57.4,,0.431,10.88,0.6,0.361,0.061,0.009,,High
AZ,IGPP,11186,Mount Fuji Japan Heritage Site,29.09113,73.33617,22.1,,0.271,16.58,1.1,0.393,0.044,0.009,,High
NP,CGS,11187,Eiffel Tower Paris Heritage Site,14.26443,-94.85077,58,,0.282,18.4,1,0.394,0.077,0.009,,High
NP,IGPP,11188,Pyramids of Giza Egypt Heritage Site,24.50695,22.45924,58.3,,0.28,11.35,1.4,0.272,0.064,0.009,,High
